live.seats.taken,live.fee.original_price,live.fee.amount,live.review.count,live.review.score,live.speaker.member.name,live.speaker.member.headline,live.speaker.member.gender,live.speaker.description,live.subject,live.speaker_message_count,live.tags.name,live.tags.great_num,live.tags.score,live.tags.available_num,live.tags.live_num,live.liked_num
3819,2999,2999,436,4.84,草头萃,英语同声传译/理科女博士/非典型傲娇综合征,0,同声传译、CATTI 口译一级、全国口译大赛华北二等奖，市外办翻译，外国语大学高年级必修课外聘教师（教授同声传译、交替传译等），后进入自然科学科研圈工作，现在是一枚爱美又傲娇的自然学科准博士^^,性价比最高的英语学习方法 ,247,职业,1070,0,1109,1128,6567
249,999,999,36,4.83,Aurora,中二少女不可治,1,"Aurora
知乎钢琴话题高赞回答者                                       
星海音乐学院在读学生                                            
擅长幼儿钢琴启蒙教学及音乐素质培养",如何成为合格的幼儿钢琴教师,251,音乐、影视和游戏,420,0,431,443,229
112,1999,1999,7,4.86,于圣,临床眼科/视光学/接触镜学,0,我是于圣，眼科医院验光师，毕业于眼视光专业，国家高级验光员，国际角膜塑形镜（IAOA）亚洲分会结业会员，毕业后一直在眼科医院从事角膜接触镜验配工作。擅长软性隐形眼镜（SCL）的选择和验配、硬镜（RGP/MCT）相关问题的处理。同样也是一名有8年隐形眼镜配戴史的验光师，有任何隐形眼镜相关问题，欢迎咨询。,带你剥开隐形眼镜的糖衣炮弹,156,生活方式,622,0,623,645,771
135,999,999,9,4.78,小飞侠,专注,1,"我是一名硕士研究生，就读于北京工业大学控制科学与工程专业。本科只是普通二本，且成绩处于中等及以下水平。
一战哈工程，数学一 57 ，专业课 38 ，总分不到 200 （满分 500 ）。
二战目标定位帝都 211 ，成绩总分 364 （分数线 300 ）。
两次考研经历告诉我，思路和方法比努力更重要。希望可以帮助大家少走弯路，顺利考上理想院校！",本科生如何考研上211院校,62,教育,1189,0,1215,1234,696
909,999,999,31,4.16,周昶帆,成长话题& 科技控。 ,1,我是周昶帆，有 13 年阅读史的书虫。曾在《第一财经周刊》、 36 氪等媒体工作过，做的就是信息输入与输出的记者工作。从爱好到工作，读书对我的帮助很大。,读这三本书，换个视角看待实现自我,121,阅读与写作,314,0,316,321,1744
725,999,999,50,4.7,Dr.Liao,临床医学博士生,1,二本临床医学专业毕业，考研进入中山大学，现为中山大学博士生，哈佛大学联合培养博士,医学考研：从二本到哈佛,290,教育,1189,0,1215,1234,1322
150,1999,1999,17,4.94,草头萃,英语同声传译/理科女博士/非典型傲娇综合征,0,同声传译、CATTI 口译一级、全国口译大赛华北二等奖，市外办翻译，外国语大学高年级必修课外聘教师（教授同声传译、交替传译等），后进入自然科学科研圈工作，现在是一枚爱美又傲娇的自然学科准博士^^,The Economist 深度阅读训练（二）,272,教育,1189,0,1215,1234,301
16,1999,1999,0,0,王荣钊,我是一个人。,1,大家好，我是王荣钊，北京大学2017级基础数学研究生，一战以第二名成绩考入北京大学数学科学学院，对数学专业考研有自己的心得，各科成绩为英语一77，政治72，数学基础一96，数学基础二113。欢迎报考数学专业研究生的同学向我咨询问题与经验。,高分突破数学考研专业课之数学分析,1,教育,1189,0,1215,1234,32
23375,999,999,901,4.35,张皓翔,慢流中的大鱼,1,我是张皓翔，我想应聘当你的声音私教。先递上一份简历：精通邪派武功的正派高手，没受过一天专业训练，却当上了广播和电视主持人，一直做到节目总监；在国家广电总局导过剧，在中国国际广告节拿过奖；在线下，是严肃理性的卫视新闻评论员，在线上，是魔幻荒诞的 B 站视频 UP 张；是《心理学你妹》的声音编辑，也是《犀牛故事》的小说演播家；目前的工作是考评九个省级电台的节目，给他们打分。是传统媒体的价值守门人，更是精通跨界的欢乐大玩家。现在请我，你绝对赚大了。,声音私教课：如何更好听？,205,生活方式,622,0,623,645,5927
127,999,999,12,4.75,朝暮,澳洲留学本科传媒 硕士幼儿教育,0,留学澳洲 6 年，幼儿教育硕士毕业，幼教老师。,关于澳洲幼教专业的那些事儿,62,职业,1070,0,1109,1128,99
523,999,999,34,4.26,Light,医生,1,我是胡小光，小小眼科医生一枚，尽自己微薄之力给予人类光明。,近视手术靠谱吗,110,医学与健康,254,0,254,262,1468
586,4900,4900,16,4.75,马力,UI和交互设计师课程表 https://zhuanlan.zhihu.com/p/29264632,1,马力，超过 10 年经验的产品经理和设计师，最美应用创始人，创新工场早期成员，豌豆荚创始成员、产品经理， IBM 用户体验设计师。北京邮电大学数字媒体与设计学院校外导师（企业导师）。在产品、界面、运营、推广和商业变现方面皆有丰富实践，是知乎多个领域的优秀回答者，出版《产品设计师技能书》，撰写系列专栏《产品设计与用户体验如何思考》。,游戏领域的设计师之路,130,设计,271,0,280,283,303
497,1024,1024,16,4.81,康康,100offer 联合创始人兼首席人才官 ,0,"我是康康， 100offer 首席人才官。大数据工程师目前是互联网行业炙手可热的岗位，那么在成为优秀的大数据工程师前，你需要知道哪些事？

我们精心准备了［大数据工程师］系列 Live ，从几家不同类别的互联网公司中邀请优秀团队技术 Leader ，用真实的案例告诉你，顶尖的技术团队在做些什么？技术面试该如何准备？如何实现技术成长？",大数据工程师如何实现技术成长？,117,互联网,659,0,676,694,289
1257,1990,1990,63,4.78,淡豹,,1,淡豹：记者，作家。 1984 年生于哈尔滨，本科就读于北京大学社会学系，后赴芝加哥大学学习人类学，曾在福建安溪、四川黑水等地作田野调查。 2013 年开始虚构和非虚构写作，有小说、随笔等发表于《鲤》《小说界》「 One 一个」等。 2016 年进入媒体工作，现为界面新闻旗下非虚构平台「正午故事」主笔。,如何在碎片化生活中构建自己的阅读体系？,67,互联网,659,0,676,694,471
610,1024,1024,32,4.22,康康,100offer 联合创始人兼首席人才官 ,0,"我是康康， 100offer 首席人才官。大数据工程师目前是互联网行业炙手可热的岗位，那么在成为优秀的大数据工程师前，你需要知道哪些事？

我们精心准备了［大数据工程师］系列 Live ，从几家不同类别的互联网公司中邀请优秀团队技术 Leader ，用真实的案例告诉你，顶尖的技术团队在做些什么？技术面试该如何准备？如何实现技术成长？",大数据在金融领域有何应用？,92,科学技术,400,0,404,414,475
332,2900,2900,27,4.3,韩梦想,教书匠,0,我是韩梦想，中国传媒大学博士，目前在高校教书，专门研究香港电影。我也是虹膜电子杂志和公众平台的固定作者。《喜剧之王》是我看过最多遍数的一部电影，多到根本数不清，所以我熟悉片中每一个细节，每一句台词。,你可能没完全看懂《喜剧之王》,85,音乐、影视和游戏,420,0,431,443,375
174,999,999,7,4.71,极客公开课,,1,「极客公开课」由极客公园策划，这里有技术基础概念、实战应用案例，带你了解什么是真实、有用的智能，同步线上知乎实时直播问答，线下筛选 10 人与技术产品大牛深度面对面。,大数据用户画像你确定你真的懂？,67,互联网,659,0,676,694,72
143,1999,1999,12,4.75,Esquirrel,Hi，我是“电子松鼠”，剥开科学坚果、做一只爱分享、爱学习的PhD。,1,"Esquirrel ，北京大学在读博士生，专注智能硬件、人工智能与医学结合的交叉领域，知乎 6.3k 赞， 13k 收藏的小透明，人工智能医疗应用系列专栏作者。

刘锋，北京理工大学与多伦多大学联合培养博士， IEEE 学生会员。从事振动与噪声信号处理相关工作三年，发表学术论文 14 篇，出版信号处理教学软件 1 套。",信号处理基本理论及工程应用,211,科学技术,400,0,404,414,242
1055,1990,1990,60,4.43,乌云装扮者,媒体 / 心理,1,乌云装扮者，「乌云装扮者」是一个关于世界、黑色趣味和明亮内心的公众号，同时他也是一位资深媒体从业者。他曾在 GQ 担任资深报道编辑及 GQ 新媒体内容总监，后离职创业，目前已推出社交媒体项目@荒野气象台。,如何打造一个高质量的社交媒体？,121,互联网,659,0,676,694,757
1096,1990,1990,47,4.57,cbvivi,编辑、产品经理、UP 主,1,"cbvivi ，编辑，产品经理， vlogger ， UP 主。在《外滩画报》做过编辑和新媒体总监，写过一个叫「看，那个人在飞！」的博客，现在的视频节目叫「 1UP 」。 2016 年开始拍 vlog 。
",下一个短视频流行趋势？这一次从头了解 Vlog ！,131,互联网,659,0,676,694,264
879,1990,1990,24,4.63,方可成,宾大博士生，前《南方周末》记者，政见CNPolitics发起人,1,方可成：我本科和硕士就读于北京大学新闻与传播学院，毕业后在《南方周末》做了 3 年记者，现在是美国宾夕法尼亚大学 Annenberg 传播学院博士候选人。我也是政见 CNPolitics 团队的发起人，《东方历史评论》编辑，微信公号「新闻实验室」的主人。我长期观察传媒业，是一名积极的参与者和研究者。,这一场 Live，让你学会选择阅读西方媒体,89,互联网,659,0,676,694,280
7506,999,999,329,4.24,古典,新精英生涯创始人 / 顶尖个人事业发展顾问 / 微信gudian515,1,大家好，我是古典， 2007 年创办新精英生涯，主要从事个人事业发展与生涯规划研究，是全球职业教练（ BCC ）中国区首席导师（ Master Trainer ）。,厉害的人都是怎么学习的？,87,互联网,659,0,676,694,12311
